location,total_sqft,bed,bath,price,price_per_sqft
Horamavu Banaswadi,1460.0,2.0,2.0,80.5,5513.698630136986
Horamavu Banaswadi,1156.0,2.0,2.0,46.0,3979.2387543252594
Horamavu Banaswadi,1180.0,2.0,2.0,58.0,4915.254237288135
Horamavu Banaswadi,1307.0,2.0,2.0,51.6,3947.972456006121
Horamavu Banaswadi,3800.0,6.0,8.0,200.0,5263.1578947368425
Horamavu Banaswadi,1357.0,2.0,2.0,54.0,3979.3662490788506
Horamavu Banaswadi,925.0,2.0,2.0,38.0,4108.108108108108
Horamavu Banaswadi,1272.0,2.0,2.0,48.0,3773.5849056603774
Horamavu Banaswadi,1225.0,2.0,2.0,49.5,4040.816326530612
Horamavu Banaswadi,1272.0,2.0,2.0,51.5,4048.7421383647797
Horamavu Banaswadi,1272.0,2.0,2.0,51.5,4048.7421383647797
Horamavu Banaswadi,1156.0,2.0,2.0,46.9,4057.093425605536
Horamavu Banaswadi,1200.0,2.0,2.0,45.0,3750.0
Horamavu Banaswadi,1254.0,2.0,2.0,47.0,3748.006379585327
Horamavu Banaswadi,1610.0,3.0,3.0,68.0,4223.60248447205
Horamavu Banaswadi,1210.0,2.0,2.0,50.0,4132.231404958678
Horamavu Banaswadi,1357.0,2.0,2.0,54.0,3979.3662490788506
Horamavu Banaswadi,1272.0,2.0,2.0,50.0,3930.817610062893
Horamavu Banaswadi,1200.0,2.0,2.0,45.0,3750.0
Horamavu Banaswadi,1025.0,2.0,2.0,45.0,4390.243902439024
Horamavu Banaswadi,1081.0,2.0,2.0,52.0,4810.360777058279
Horamavu Banaswadi,1000.0,2.0,2.0,50.0,5000.0
Hormavu,1500.0,2.0,2.0,78.0,5200.0
Hormavu,1150.0,2.0,2.0,55.0,4782.608695652174
Hormavu,2100.0,3.0,3.0,73.0,3476.190476190476
Hormavu,1180.0,2.0,2.0,50.0,4237.28813559322
Hormavu,1200.0,2.0,2.0,67.0,5583.333333333333
Hormavu,1200.0,2.0,3.0,70.0,5833.333333333333
Hormavu,1175.0,2.0,2.0,52.0,4425.531914893617
Hormavu,1351.0,1.0,2.0,53.0,3923.019985196151
Hormavu,1141.0,2.0,2.0,44.4,3891.3234005258546
Hormavu,1130.0,2.0,2.0,42.3,3743.362831858407
Hormavu,1500.0,3.0,3.0,70.0,4666.666666666667
Hormavu,1725.0,3.0,3.0,85.0,4927.536231884058
Hormavu,1153.0,2.0,2.0,65.0,5637.467476149176
Hormavu,1150.0,2.0,2.0,53.11,4618.260869565217
Hormavu,1123.0,2.0,2.0,56.0,4986.642920747997
Hormavu,1385.0,3.0,2.0,69.0,4981.949458483755
Hormavu,1617.5,3.0,3.0,73.595,4549.922720247295
Hormavu,1030.0,2.0,2.0,49.35,4791.26213592233
Hormavu,1018.0,2.0,2.0,50.8,4990.176817288801
Hormavu,1555.0,3.0,3.0,75.0,4823.15112540193
Hormavu,1143.0,2.0,2.0,53.0,4636.920384951881
Hormavu,1100.0,2.0,2.0,38.0,3454.5454545454545
Hormavu,1000.0,2.0,2.0,50.0,5000.0
Hormavu,1200.0,2.0,2.0,68.0,5666.666666666667
Hormavu,1553.0,3.0,2.0,58.23,3749.5170637475853
Hormavu,1200.0,2.0,2.0,68.0,5666.666666666667
Hormavu,765.0,2.0,2.0,37.49,4900.653594771242
Hormavu,1420.0,3.0,3.0,58.0,4084.507042253521
Hormavu,1081.5,2.0,2.0,38.665,3575.127138233934
Hormavu,1250.0,2.0,2.0,60.0,4800.0
Hormavu,965.0,2.0,2.0,37.15,3849.740932642487
Hormavu,583.0,1.0,1.0,28.275,4849.91423670669
Hormavu,1129.0,2.0,2.0,44.0,3897.2542072630645
Hormavu,1385.0,3.0,2.0,69.25,5000.0
Hormavu,1165.0,2.0,2.0,40.0,3433.4763948497853
Hormavu,1065.0,2.0,2.0,50.92,4781.220657276996
Hormavu,1046.0,2.0,2.0,60.0,5736.137667304015
Hormavu,1400.0,2.0,2.0,75.0,5357.142857142857
Hormavu,1365.0,3.0,2.0,65.0,4761.9047619047615
Hormavu,1196.0,2.0,2.0,44.8,3745.819397993311
Hormavu,1263.0,2.0,2.0,47.36,3749.802058590657
Hormavu,1015.0,2.0,2.0,39.08,3850.246305418719
Hormavu,1550.0,3.0,2.0,60.0,3870.967741935484
Hormavu,1200.0,2.0,2.0,73.0,6083.333333333333
Hormavu,1250.0,2.0,2.0,65.0,5200.0
Hormavu,1604.0,3.0,3.0,68.0,4239.401496259352
Hormavu,1075.0,2.0,2.0,53.7,4995.3488372093025
Hormavu,980.0,2.0,2.0,42.0,4285.714285714285
Hormavu,1075.0,2.0,2.0,53.7,4995.3488372093025
Hormavu,2282.0,4.0,4.0,115.0,5039.439088518843
Hormavu,1206.0,2.0,2.0,55.0,4560.530679933665
Hormavu,1310.0,2.0,2.0,67.0,5114.503816793893
Hormavu,1310.0,2.0,2.0,60.0,4580.152671755725
Hormavu,1020.0,2.0,2.0,45.75,4485.294117647059
Hormavu,1210.0,2.0,2.0,69.0,5702.479338842975
Hosa Road,1652.0,3.0,3.0,85.0,5145.2784503631965
Hosa Road,1639.0,3.0,3.0,80.0,4881.0250152532035
Hosa Road,1161.0,2.0,2.0,55.15,4750.215331610681
Hosa Road,1726.0,3.0,3.0,81.99,4750.289687137891
Hosa Road,1161.0,2.0,2.0,55.15,4750.215331610681
Hosa Road,1365.0,2.0,2.0,92.0,6739.92673992674
Hosa Road,1243.0,2.0,2.0,48.5,3901.850362027353
Hosa Road,1541.0,3.0,3.0,69.84,4532.121998702141
Hosa Road,1332.0,3.0,2.0,86.12,6465.465465465465
Hosa Road,615.0,1.0,1.0,28.29,4600.0
Hosa Road,1318.0,3.0,2.0,85.28,6470.40971168437
Hosa Road,1133.0,2.0,2.0,52.0,4589.585172109444
Hosa Road,1016.0,2.0,2.0,40.0,3937.0078740157483
Hosa Road,972.0,2.0,2.0,40.0,4115.22633744856
Hosa Road,1161.0,2.0,2.0,55.15,4750.215331610681
Hosa Road,1532.0,3.0,3.0,98.13,6405.352480417754
Hosa Road,1680.0,3.0,3.0,101.0,6011.9047619047615
Hosa Road,880.0,2.0,2.0,50.0,5681.818181818182
Hosa Road,1533.0,3.0,3.0,98.18,6404.4357469015
Hosa Road,1040.0,2.0,2.0,68.59,6595.192307692308
Hosa Road,1040.0,2.0,2.0,61.0,5865.384615384615
Hosa Road,2500.0,3.0,3.0,100.0,4000.0
Hosa Road,1245.0,2.0,2.0,62.0,4979.919678714859
Hosa Road,1311.0,3.0,2.0,84.86,6472.921434019832
Hosa Road,800.0,1.0,1.0,39.99,4998.75
Hosa Road,1726.0,3.0,3.0,81.99,4750.289687137891
Hosa Road,1364.0,2.0,2.0,64.79,4750.000000000001
Hosa Road,1016.0,2.0,2.0,45.0,4429.133858267716
Hosa Road,1730.0,3.0,3.0,72.6,4196.531791907514
Hosa Road,1360.0,2.0,2.0,77.61,5706.617647058823
Hosa Road,1170.0,2.0,2.0,65.0,5555.555555555556
Hosa Road,1161.0,2.0,2.0,55.15,4750.215331610681
Hosa Road,1470.0,3.0,2.0,84.22,5729.251700680272
Hosa Road,1708.0,4.0,3.0,64.05,3750.0
Hosa Road,1161.0,2.0,2.0,48.75,4198.966408268734
Hosa Road,1541.0,3.0,3.0,69.61,4517.1966255678135
Hosa Road,1016.0,2.0,2.0,39.95,3932.086614173229
Hosakerehalli,2378.0,3.0,3.0,262.0,11017.661900756939
Hosakerehalli,2376.0,3.0,3.0,203.0,8543.771043771043
Hosakerehalli,3205.0,4.0,5.0,380.0,11856.474258970358
Hosakerehalli,3024.0,4.0,5.0,248.0,8201.0582010582
Hosakerehalli,3024.0,4.0,5.0,350.0,11574.074074074075
Hosakerehalli,2400.0,5.0,5.0,250.0,10416.666666666666
Hosakerehalli,1817.0,3.0,4.0,153.0,8420.473307649972
Hosakerehalli,1304.0,2.0,2.0,100.0,7668.711656441717
Hosakerehalli,2480.0,3.0,3.0,245.0,9879.032258064517
Hosakerehalli,925.0,2.0,2.0,46.5,5027.027027027027
Hosakerehalli,2480.0,3.0,4.0,260.0,10483.870967741936
Hosakerehalli,1596.0,3.0,3.0,79.8,5000.0
Hosakerehalli,1200.0,3.0,2.0,100.0,8333.333333333334
Hosakerehalli,3205.0,4.0,4.0,300.0,9360.374414976599
Hosakerehalli,3033.0,4.0,4.0,326.0,10748.433893834488
Hosakerehalli,600.0,2.0,2.0,65.0,10833.333333333334
Hosakerehalli,2480.0,3.0,4.0,265.0,10685.483870967742
Hosakerehalli,925.0,2.0,2.0,46.25,5000.0
Hosakerehalli,2376.0,3.0,3.0,240.0,10101.0101010101
Hosakerehalli,1500.0,5.0,6.0,145.0,9666.666666666666
Hoskote,1250.0,3.0,3.0,50.0,4000.0
Hoskote,1225.0,3.0,3.0,40.0,3265.3061224489797
Hoskote,1740.0,3.0,3.0,60.0,3448.2758620689656
Hoskote,1170.0,2.0,2.0,45.0,3846.153846153846
Hoskote,1250.0,3.0,3.0,29.0,2320.0
Hoskote,1200.0,3.0,3.0,57.0,4750.0
Hoskote,1069.0,3.0,2.0,38.0,3554.724041159963
Hoskote,1095.0,2.0,2.0,33.6,3068.4931506849316
Hoskote,1695.0,3.0,3.0,50.0,2949.8525073746314
Hoskote,1065.0,2.0,2.0,31.5,2957.7464788732395
Hoskote,1395.0,3.0,2.0,63.0,4516.129032258064
Hoskote,1065.0,2.0,2.0,28.5,2676.056338028169
Hoskote,945.0,2.0,2.0,35.0,3703.703703703704
Hoskote,1003.5,2.0,2.0,28.095,2799.701046337818
Hoskote,1065.0,2.0,2.0,33.75,3169.0140845070423
Hoskote,509.0,1.0,1.0,23.0,4518.664047151277
Hosur Road,1656.0,2.0,2.0,120.0,7246.376811594203
Hosur Road,1194.0,2.0,2.0,69.0,5778.894472361809
Hosur Road,1175.0,3.0,2.0,48.0,4085.1063829787236
Hosur Road,1145.0,3.0,2.0,60.0,5240.174672489083
Hosur Road,3300.0,5.0,5.0,240.0,7272.727272727273
Hosur Road,1510.0,3.0,2.0,105.0,6953.64238410596
Hosur Road,1427.0,3.0,2.0,80.63,5650.31534688157
Hosur Road,1508.0,3.0,2.0,110.0,7294.429708222811
Hosur Road,460.0,1.0,1.0,21.0,4565.217391304348
Hosur Road,1733.0,3.0,2.0,85.0,4904.789382573572
Hosur Road,1179.0,2.0,2.0,49.0,4156.064461407973
Hosur Road,950.0,2.0,2.0,60.0,6315.789473684211
Hosur Road,1194.0,2.0,2.0,71.64,6000.0
Hosur Road,1766.0,3.0,3.0,130.0,7361.268403171008
Hosur Road,1689.0,3.0,3.0,103.0,6098.283007696862
Hosur Road,3600.0,5.0,5.0,180.0,5000.0
Hosur Road,1170.0,2.0,2.0,48.0,4102.5641025641025
Hosur Road,1250.0,2.0,2.0,55.0,4400.0
Hosur Road,1689.0,3.0,3.0,103.0,6098.283007696862
Hosur Road,3000.0,4.0,4.0,160.0,5333.333333333333
Hosur Road,2000.0,4.0,4.0,130.0,6500.0
Hosur Road,1250.0,2.0,2.0,65.0,5200.0
Hosur Road,1689.0,3.0,3.0,103.0,6098.283007696862
Hosur Road,1685.0,3.0,3.0,90.0,5341.246290801187
Hosur Road,1223.0,2.0,2.0,93.0,7604.251839738348
Hosur Road,1919.0,3.0,3.0,117.0,6096.925482021887
Hulimavu,1125.0,2.0,2.0,50.0,4444.444444444444
Hulimavu,1242.0,2.0,2.0,51.0,4106.280193236715
Hulimavu,1650.0,3.0,3.0,78.0,4727.272727272727
Hulimavu,1823.0,3.0,3.0,100.0,5485.463521667581
Hulimavu,1300.0,2.0,2.0,36.0,2769.230769230769
Hulimavu,1080.0,2.0,2.0,43.2,4000.0
Hulimavu,1100.0,2.0,2.0,71.5,6500.0
Hulimavu,1758.0,3.0,3.0,65.0,3697.3833902161546
Hulimavu,688.0,1.0,1.0,50.0,7267.441860465116
Hulimavu,1255.0,2.0,2.0,73.0,5816.733067729084
Hulimavu,1200.0,4.0,4.0,75.0,6250.0
Hulimavu,1058.0,2.0,2.0,48.0,4536.862003780719
Hulimavu,1375.0,2.0,2.0,80.0,5818.181818181818
Hulimavu,1248.0,2.0,2.0,69.0,5528.846153846154
Hulimavu,1818.0,3.0,3.0,135.0,7425.742574257426
Hulimavu,1225.0,2.0,2.0,55.0,4489.7959183673465
Hulimavu,1255.0,2.0,2.0,74.0,5896.414342629482
Hulimavu,1175.0,2.0,2.0,45.0,3829.7872340425533
Hulimavu,1255.0,2.0,2.0,69.0,5498.00796812749
Hulimavu,1255.0,2.0,2.0,66.0,5258.964143426295
Hulimavu,3035.0,3.0,5.0,271.0,8929.159802306425
Hulimavu,3035.0,3.0,5.0,220.0,7248.764415156507
Hulimavu,1127.0,2.0,2.0,65.0,5767.524401064774
Hulimavu,1200.0,2.0,2.0,50.0,4166.666666666667
Hulimavu,1450.0,3.0,3.0,72.0,4965.517241379311
Hulimavu,1200.0,2.0,2.0,75.0,6250.0
Hulimavu,1430.0,3.0,2.0,90.0,6293.706293706294
Hulimavu,850.0,2.0,1.0,39.5,4647.058823529412
Hulimavu,1000.0,2.0,2.0,45.0,4500.0
Hulimavu,1320.0,3.0,2.0,59.0,4469.69696969697
Hulimavu,2000.0,4.0,4.0,100.0,5000.0
Hulimavu,3560.0,4.0,5.0,318.0,8932.58426966292
Hulimavu,1011.0,2.0,2.0,38.0,3758.6547972304647
Hulimavu,1276.0,2.0,2.0,76.0,5956.112852664577
Hulimavu,1500.0,2.0,2.0,90.0,6000.0
Hulimavu,1315.0,2.0,2.0,60.48,4599.239543726236
Hulimavu,1021.0,2.0,2.0,76.0,7443.682664054848
Hulimavu,581.0,1.0,1.0,29.0,4991.394148020654
Hulimavu,935.0,2.0,2.0,45.0,4812.834224598931
Hulimavu,1050.0,2.0,2.0,125.0,11904.761904761905
Hulimavu,1320.0,3.0,2.0,65.0,4924.242424242424
Hulimavu,1200.0,4.0,4.0,75.0,6250.0
Hulimavu,1260.0,3.0,2.0,82.0,6507.936507936508
Hulimavu,450.0,1.0,1.0,20.0,4444.444444444444
Hulimavu,1231.0,2.0,2.0,84.5,6864.337936636881
Hulimavu,1916.0,3.0,2.0,150.0,7828.8100208768265
Hulimavu,1115.0,2.0,2.0,44.6,4000.0
ISRO Layout,4400.0,6.0,6.0,250.0,5681.818181818182
ISRO Layout,1000.0,2.0,2.0,60.0,6000.0
ISRO Layout,1180.0,2.0,2.0,52.0,4406.779661016949
ISRO Layout,1000.0,2.0,2.0,60.0,6000.0
ISRO Layout,1310.0,3.0,2.0,68.0,5190.839694656489
ISRO Layout,4200.0,4.0,4.0,255.0,6071.428571428572
ISRO Layout,1050.0,2.0,2.0,51.0,4857.142857142857
ISRO Layout,1370.0,3.0,2.0,87.0,6350.36496350365
ITPL,1200.0,3.0,3.0,56.12,4676.666666666667
ITPL,1548.0,3.0,3.0,89.5,5781.6537467700255
ITPL,1200.0,3.0,3.0,68.4,5700.000000000001
ITPL,1200.0,3.0,3.0,56.12,4676.666666666667
ITPL,1200.0,3.0,3.0,56.12,4676.666666666667
ITPL,1500.0,3.0,3.0,61.52,4101.333333333333
ITPL,5667.5,4.0,5.0,300.0,5293.33921482135
Iblur Village,3235.0,3.0,3.0,235.0,7264.296754250387
Iblur Village,3596.0,4.0,5.0,290.0,8064.5161290322585
Iblur Village,1920.0,3.0,3.0,130.0,6770.833333333333
Iblur Village,1995.0,3.0,3.0,135.0,6766.917293233083
Iblur Village,3596.0,4.0,5.0,282.0,7842.046718576195
Iblur Village,1918.0,3.0,3.0,129.0,6725.7559958289885
Iblur Village,3596.0,4.0,5.0,252.0,7007.786429365962
Iblur Village,2100.0,3.0,4.0,145.0,6904.761904761905
Iblur Village,1920.0,3.0,3.0,150.0,7812.5
Iblur Village,1920.0,3.0,3.0,130.0,6770.833333333333
Iblur Village,1920.0,3.0,3.0,150.0,7812.5
Iblur Village,2000.0,3.0,4.0,138.0,6900.0
Iblur Village,3596.0,4.0,5.0,260.0,7230.255839822024
Iblur Village,3596.0,4.0,5.0,279.0,7758.620689655172
Iblur Village,2666.0,3.0,4.0,200.0,7501.875468867217
Iblur Village,5384.0,5.0,5.0,420.0,7800.891530460624
Iblur Village,3596.0,4.0,5.0,297.0,8259.176863181312
Iblur Village,5515.0,5.0,6.0,425.0,7706.255666364461
Iblur Village,1920.0,3.0,3.0,130.0,6770.833333333333
Iblur Village,3596.0,4.0,4.0,268.0,7452.725250278087
Iblur Village,3596.0,4.0,5.0,251.0,6979.9777530589545
Indira Nagar,2200.0,4.0,4.0,200.0,9090.90909090909
Indira Nagar,1200.0,2.0,2.0,93.0,7750.0
Indira Nagar,1128.0,2.0,2.0,105.0,9308.510638297872
Indira Nagar,2800.0,3.0,3.0,330.0,11785.714285714286
Indira Nagar,1650.0,3.0,3.0,200.0,12121.212121212122
Indira Nagar,1875.0,3.0,3.0,180.0,9600.0
Indira Nagar,1210.0,2.0,2.0,102.0,8429.752066115703
Indira Nagar,1224.0,2.0,2.0,105.0,8578.43137254902
Indira Nagar,2070.0,3.0,3.0,225.0,10869.565217391304
Indira Nagar,500.0,1.0,1.0,70.0,14000.0
Indira Nagar,1400.0,2.0,2.0,168.0,12000.0
Indira Nagar,2400.0,4.0,4.0,525.0,21875.0
Indira Nagar,1407.0,3.0,3.0,120.0,8528.784648187633
Indira Nagar,1145.0,2.0,2.0,100.0,8733.624454148472
Indira Nagar,1470.0,2.0,2.0,170.0,11564.625850340137
Indira Nagar,2700.0,3.0,3.0,324.0,12000.0
Indira Nagar,850.0,1.0,1.0,57.0,6705.882352941177
Indira Nagar,3250.0,8.0,8.0,600.0,18461.53846153846
Indira Nagar,2601.0,3.0,4.0,312.0,11995.386389850059
Indira Nagar,1260.0,2.0,2.0,100.0,7936.507936507936
Indira Nagar,1740.0,3.0,3.0,191.0,10977.011494252874
Indira Nagar,1650.0,3.0,3.0,220.0,13333.333333333334
Indira Nagar,1700.0,3.0,3.0,150.0,8823.529411764706
Indira Nagar,3200.0,4.0,3.0,250.0,7812.5
Indira Nagar,1440.0,3.0,3.0,275.0,19097.222222222223
Indira Nagar,1475.0,2.0,2.0,171.0,11593.22033898305
Indira Nagar,3200.0,4.0,4.0,440.0,13750.0
Indira Nagar,4000.0,4.0,4.0,700.0,17500.0
Indira Nagar,850.0,1.0,1.0,60.0,7058.823529411765
Indira Nagar,2400.0,4.0,4.0,405.0,16875.0
Indira Nagar,1800.0,5.0,5.0,350.0,19444.444444444445
Indira Nagar,1500.0,3.0,3.0,120.0,8000.0
Indira Nagar,2200.0,3.0,3.0,160.0,7272.727272727273
Indira Nagar,1650.0,3.0,3.0,200.0,12121.212121212122
Indira Nagar,2800.0,4.0,4.0,365.0,13035.714285714286
Indira Nagar,1260.0,2.0,2.0,120.0,9523.809523809523
Indira Nagar,1149.0,2.0,2.0,130.0,11314.186248912098
Indira Nagar,1650.0,3.0,3.0,150.0,9090.90909090909
Indira Nagar,2400.0,6.0,6.0,475.0,19791.666666666668
JP Nagar,1850.0,3.0,3.0,150.0,8108.108108108108
JP Nagar,5520.0,5.0,2.0,375.0,6793.478260869565
JP Nagar,1100.0,2.0,2.0,70.0,6363.636363636364
JP Nagar,940.0,2.0,2.0,49.0,5212.765957446809
JP Nagar,2500.0,3.0,3.0,135.0,5400.0
JP Nagar,4624.5,4.0,4.0,314.5,6800.735214617796
JP Nagar,1078.0,2.0,2.0,45.0,4174.397031539888
JP Nagar,1050.0,1.0,1.0,44.0,4190.476190476191
JP Nagar,1352.5,2.0,2.0,93.865,6940.110905730129
JP Nagar,1200.0,2.0,2.0,62.0,5166.666666666667
JP Nagar,1300.0,2.0,2.0,90.87,6990.0
JP Nagar,1315.0,3.0,2.0,85.4,6494.296577946768
JP Nagar,1690.0,3.0,3.0,112.0,6627.218934911242
JP Nagar,3000.0,4.0,4.0,140.0,4666.666666666667
JP Nagar,3000.0,4.0,4.0,140.0,4666.666666666667
JP Nagar,3300.0,3.0,4.0,160.0,4848.484848484848
JP Nagar,1150.0,3.0,2.0,49.9,4339.130434782609
JP Nagar,750.0,1.0,1.0,52.5,7000.0
JP Nagar,1200.0,2.0,2.0,78.0,6500.0
JP Nagar,1850.0,3.0,2.0,110.0,5945.945945945946
JP Nagar,1100.0,2.0,2.0,45.0,4090.909090909091
JP Nagar,1197.0,2.0,2.0,47.88,4000.0
JP Nagar,2700.0,7.0,4.0,160.0,5925.925925925926
JP Nagar,1500.0,3.0,2.0,82.0,5466.666666666667
JP Nagar,820.0,2.0,2.0,45.0,5487.804878048781
JP Nagar,1750.0,3.0,3.0,123.0,7028.571428571428
JP Nagar,2195.0,3.0,2.0,152.0,6924.829157175399
JP Nagar,3496.5,3.0,2.0,237.5,6792.506792506792
JP Nagar,1600.0,3.0,3.0,83.0,5187.5
JP Nagar,3000.0,4.0,3.0,150.0,5000.0
JP Nagar,2050.0,3.0,3.0,82.0,4000.0
JP Nagar,745.0,1.0,1.0,34.27,4600.000000000001
JP Nagar,1800.0,6.0,6.0,68.0,3777.777777777778
JP Nagar,1150.0,2.0,2.0,90.0,7826.086956521739
JP Nagar,1450.0,3.0,2.0,55.0,3793.103448275862
JP Nagar,1960.0,3.0,3.0,138.0,7040.816326530612
JP Nagar,1500.0,4.0,2.0,87.0,5800.0
JP Nagar,1590.0,3.0,2.0,85.0,5345.911949685535
JP Nagar,1250.0,2.0,2.0,60.0,4800.0
JP Nagar,2400.0,3.0,3.0,196.0,8166.666666666667
JP Nagar,1300.0,2.0,2.0,91.65,7050.0
JP Nagar,1107.0,2.0,2.0,57.0,5149.051490514905
JP Nagar,1250.0,2.0,2.0,93.0,7440.0
JP Nagar,1500.0,3.0,2.0,108.0,7200.0
JP Nagar,1520.0,3.0,3.0,125.0,8223.684210526315
JP Nagar,1405.0,2.0,2.0,99.0,7046.26334519573
JP Nagar,1157.0,2.0,2.0,73.0,6309.420916162489
JP Nagar,1500.0,3.0,2.0,82.0,5466.666666666667
JP Nagar,1048.0,2.0,2.0,44.0,4198.473282442748
Jakkur,1417.0,2.0,2.0,75.0,5292.87226534933
Jakkur,1590.0,3.0,2.0,125.0,7861.635220125786
Jakkur,1279.0,2.0,2.0,77.0,6020.3283815480845
Jakkur,1710.0,3.0,3.0,107.0,6257.309941520468
Jakkur,1396.0,3.0,2.0,86.51,6196.991404011461
Jakkur,3467.86,4.0,6.0,249.0,7180.220654813054
Jakkur,1865.0,3.0,3.0,124.0,6648.793565683646
Jakkur,3181.0,4.0,2.0,260.5,8189.248663942157
Jakkur,1760.0,3.0,3.0,139.0,7897.727272727273
Jakkur,1290.0,2.0,2.0,100.0,7751.937984496124
Jakkur,1452.19,2.0,2.0,100.0,6886.151261198604
Jakkur,1798.0,3.0,3.0,120.0,6674.082313681869
Jakkur,1300.0,2.0,2.0,85.0,6538.461538461538
Jakkur,3181.0,4.0,4.0,260.5,8189.248663942157
Jakkur,1950.0,3.0,3.0,131.0,6717.948717948718
Jakkur,1858.0,3.0,3.0,98.3,5290.635091496232
Jakkur,1230.0,2.0,2.0,76.0,6178.861788617886
Jakkur,1374.0,3.0,3.0,68.0,4949.0538573508
Jakkur,1290.0,2.0,2.0,80.0,6201.550387596899
Jakkur,1760.0,3.0,3.0,110.0,6250.0
Jakkur,2283.0,4.0,4.0,130.0,5694.261936049058
Jakkur,1483.0,2.0,2.0,98.0,6608.226567768038
Jakkur,1482.0,3.0,3.0,86.0,5802.968960863698
Jakkur,1645.0,3.0,3.0,100.0,6079.0273556231
Jakkur,1650.0,3.0,3.0,111.0,6727.272727272727
Jakkur,1622.0,3.0,2.0,80.0,4932.182490752158
Jakkur,2423.0,3.0,4.0,160.0,6603.38423442014
Jakkur,2197.0,3.0,3.0,136.0,6190.259444697314
Jakkur,1125.0,2.0,2.0,65.0,5777.777777777777
Jakkur,1230.0,2.0,2.0,79.0,6422.764227642277
Jakkur,1202.0,2.0,2.0,79.0,6572.379367720466
Jakkur,1858.0,3.0,3.0,123.0,6620.021528525296
Jakkur,3181.0,4.0,2.0,229.0,7198.994027035524
Jakkur,1745.0,3.0,2.0,98.485,5643.839541547278
Jakkur,1798.0,3.0,3.0,110.0,6117.908787541713
Jakkur,1785.0,3.0,3.0,130.0,7282.913165266106
Jakkur,1080.0,2.0,2.0,60.0,5555.555555555556
Jakkur,1260.0,2.0,2.0,71.195,5650.396825396825
Jakkur,1816.0,3.0,3.0,119.0,6552.863436123348
Jakkur,1424.0,2.0,2.0,80.0,5617.9775280898875
Jakkur,1290.0,2.0,2.0,85.0,6589.147286821705
Jakkur,1300.0,2.0,2.0,80.0,6153.846153846154
Jakkur,1290.0,2.0,2.0,80.04,6204.651162790698
Jakkur,1282.0,2.0,2.0,72.0,5616.224648985959
Jakkur,1880.0,3.0,4.0,110.0,5851.063829787234
Jakkur,1660.0,3.0,3.0,104.0,6265.060240963855
Jakkur,1291.0,2.0,2.0,75.0,5809.450038729667
Jakkur,1473.0,2.0,2.0,85.0,5770.536320434488
Jakkur,1660.0,3.0,3.0,104.0,6265.060240963855
Jakkur,1950.0,3.0,3.0,131.0,6717.948717948718
Jakkur,1432.0,2.0,2.0,85.0,5935.754189944134
Jakkur,1150.0,3.0,3.0,65.0,5652.173913043478
Jakkur,1710.0,3.0,3.0,110.0,6432.748538011696
Jalahalli,1400.0,3.0,3.0,77.0,5500.0
Jalahalli,2250.0,3.0,3.0,160.0,7111.111111111111
Jalahalli,1694.0,2.0,2.0,125.0,7378.984651711924
Jalahalli,1870.0,3.0,3.0,110.0,5882.35294117647
Jalahalli,1400.0,2.0,1.0,80.0,5714.285714285715
Jalahalli,1045.0,2.0,2.0,76.77,7346.411483253589
Jalahalli,1615.0,3.0,3.0,89.75,5557.275541795666
Jalahalli,2113.0,3.0,3.0,155.0,7335.541883577851
Jalahalli,1932.0,3.0,4.0,135.0,6987.577639751553
Jalahalli,1045.0,2.0,2.0,58.0,5550.239234449761
Jalahalli,1200.0,4.0,4.0,90.0,7500.0
Jalahalli,1020.0,2.0,2.0,52.0,5098.0392156862745
Jalahalli,2384.0,3.0,4.0,165.0,6921.140939597315
Jalahalli,790.0,2.0,2.0,49.5,6265.822784810127
Jalahalli,1395.0,3.0,3.0,82.0,5878.136200716845
Jalahalli,1770.0,3.0,3.0,100.0,5649.717514124294
Jalahalli,1569.0,3.0,3.0,118.0,7520.713830465264
Jalahalli,600.0,1.0,1.0,37.0,6166.666666666667
Jalahalli,615.0,1.0,1.0,46.0,7479.674796747968
Jalahalli,2404.0,3.0,3.0,138.0,5740.432612312812
Jalahalli,905.0,2.0,2.0,55.0,6077.348066298343
Jalahalli,1000.0,2.0,2.0,70.0,7000.0
Jalahalli,615.0,1.0,1.0,46.0,7479.674796747968
Jalahalli,1704.0,3.0,3.0,94.36,5537.55868544601
Jalahalli,1470.0,3.0,2.0,102.0,6938.775510204082
Jalahalli,1244.0,2.0,2.0,88.0,7073.954983922829
Jalahalli,1407.0,2.0,2.0,98.49,7000.0
Jalahalli,1200.0,1.0,2.0,66.0,5500.0
Jalahalli,1530.0,3.0,2.0,89.0,5816.993464052288
Jalahalli,1045.0,2.0,2.0,76.77,7346.411483253589
Jalahalli,1575.0,3.0,4.0,100.0,6349.206349206349
Jalahalli,2086.0,3.0,3.0,160.0,7670.182166826462
Jalahalli,980.0,3.0,2.0,60.0,6122.448979591837
Jalahalli,1313.0,2.0,2.0,68.0,5178.979436405179
Jalahalli,1881.0,3.0,3.0,115.0,6113.769271664009
Jalahalli,1405.0,3.0,2.0,85.0,6049.82206405694
Jalahalli East,750.0,1.0,1.0,40.0,5333.333333333333
Jalahalli East,1260.0,3.0,2.0,60.0,4761.9047619047615
Jalahalli East,1020.0,2.0,2.0,58.0,5686.274509803921
Jalahalli East,1300.0,3.0,2.0,63.0,4846.153846153846
