,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,SALES_PRICE
2228,Chrompet,1225.0,2.0,1.0,111.16
2229,Chrompet,812.0,1.0,1.0,96.63
2230,Karapakkam,1436.0,2.0,2.0,118.0
2231,Karapakkam,1019.0,1.0,1.0,104.72
2232,Chrompet,1203.0,2.0,1.0,134.92
2233,Chrompet,1027.0,1.0,1.0,118.27
2234,Velachery,1974.0,3.0,2.0,110.32
2235,Velachery,1746.0,2.0,1.0,99.64
2236,KK Nagar,1711.0,2.0,1.0,102.49
2237,T Nagar,1918.0,2.0,1.0,125.74
2238,Karapakkam,1083.0,1.0,1.0,51.59
2239,Karapakkam,826.0,1.0,1.0,46.46
2240,Velachery,1624.0,2.0,1.0,90.32
2241,Chrompet,1122.0,1.0,1.0,131.8
2242,Ana Nagar,1906.0,2.0,1.0,200.21
2243,Chrompet,849.0,1.0,1.0,70.61
2244,Anna Nagar,1793.0,1.0,1.0,128.13
2245,Velachery,1936.0,3.0,2.0,107.37
2246,Velachery,1956.0,3.0,2.0,95.91
2247,KK Nagar,1778.0,3.0,2.0,105.02
2248,Karapakkam,1075.0,1.0,1.0,85.44
2249,Karapakkam,541.0,1.0,1.0,48.94
2250,Chrompet,1166.0,1.0,1.0,142.48
2251,Karapakkam,533.0,1.0,1.0,30.0
2252,Chrompet,738.0,1.0,1.0,76.61
2253,T Nagar,1771.0,1.0,1.0,205.91
2254,Anna Nagar,1687.0,1.0,1.0,114.08
2255,KK Nagar,1970.0,3.0,2.0,149.49
2256,Karapakkam,1620.0,2.0,2.0,91.63
2257,Karapakkam,668.0,1.0,1.0,37.81
2258,Velachery,1542.0,2.0,1.0,104.53
2259,T Nagar,1551.0,1.0,1.0,124.36
2260,KK Nagar,2221.0,4.0,2.0,116.82
2261,Velachery,1522.0,2.0,1.0,92.69
2262,Velachery,1539.0,2.0,1.0,98.79
2263,T Nagar,1866.0,2.0,1.0,156.78
2264,Anna Nagar,1874.0,2.0,1.0,146.03
2265,KK Nagar,2097.0,3.0,2.0,106.69
2266,Chrompet,1159.0,1.0,1.0,124.16
2267,KK Nagar,1438.0,2.0,1.0,145.09
2268,Chrompet,863.0,1.0,1.0,73.42
2269,Karapakkam,1292.0,1.0,1.0,103.39
2270,Anna Nagar,1691.0,1.0,1.0,125.5
2271,Anna Nagar,1894.0,2.0,1.0,126.8
2272,Chrompet,1174.0,1.0,1.0,133.28
2273,Velachery,1838.0,3.0,2.0,99.53
2274,Karapakkam,1582.0,2.0,2.0,125.71
2275,KK Nagar,1951.0,3.0,2.0,97.73
2276,Karapakkam,1237.0,1.0,1.0,68.24
2277,Velachery,1989.0,3.0,2.0,91.88
2278,Chrompet,1129.0,1.0,1.0,146.14
2279,Chrompet,768.0,1.0,1.0,74.62
2280,Chrompet,1056.0,1.0,1.0,69.31
2281,T Nagar,1585.0,1.0,1.0,178.06
2282,KK Nagar,1789.0,3.0,2.0,118.74
2283,Velachery,1869.0,3.0,2.0,159.41
2284,Karapakkam,520.0,1.0,1.0,52.46
2285,Chrompet,738.0,1.0,1.0,106.25
2286,Velachery,1914.0,3.0,2.0,117.81
2287,Anna Nagar,1576.0,1.0,1.0,125.6
2288,Chrompet,869.0,1.0,1.0,68.32
2289,Adyar,635.0,1.0,1.0,60.01
2290,Anna Nagar,1875.0,2.0,1.0,146.4
2291,KK Nagar,2344.0,4.0,2.0,189.64
2292,Anna Nagar,1804.0,2.0,1.0,145.07
2293,Adyar,985.0,1.0,1.0,73.75
2294,Anna Nagar,1589.0,1.0,1.0,186.77
2295,Karapakkam,1390.0,2.0,2.0,79.41
2296,KK Nagar,2435.0,4.0,2.0,129.11
2297,Adyar,1145.0,1.0,1.0,118.05
2298,Chrompet,714.0,1.0,1.0,81.91
2299,Chrompet,1174.0,1.0,1.0,129.8
2300,Anna Nagar,1936.0,2.0,1.0,213.21
2301,Karapakkam,1477.0,2.0,2.0,98.98
2302,Karapakkam,1017.0,1.0,1.0,97.16
2303,Chrompet,943.0,1.0,1.0,77.11
2304,T Nagar,1515.0,1.0,1.0,114.16
2305,Chrompet,1071.0,1.0,1.0,92.77
2306,Velachery,1937.0,3.0,2.0,106.71
2307,KK Nagar,2440.0,4.0,2.0,142.17
2308,Chrompet,892.0,1.0,1.0,80.28
2309,Velachery,1951.0,3.0,2.0,156.36
2310,Karapakkam,1452.0,2.0,2.0,80.08
2311,Velachery,1605.0,2.0,1.0,117.1
2312,Chrompet,733.0,1.0,1.0,74.88
2313,Karapakkam,616.0,1.0,1.0,54.52
2314,Anna Nagar,1525.0,1.0,1.0,120.19
2315,KK Nagar,1577.0,2.0,1.0,92.18
2316,Adyar,1002.0,1.0,1.0,77.31
2317,Velachery,1792.0,2.0,1.0,153.71
2318,Chrompet,721.0,1.0,1.0,79.47
2319,T Nagar,1530.0,1.0,1.0,173.4
2320,Chrompet,723.0,1.0,1.0,106.6
2321,Adyar,840.0,1.0,1.0,65.78
2322,Karapakkam,1254.0,1.0,1.0,86.56
2323,Karapakkam,1129.0,1.0,1.0,64.72
2324,Adyar,1272.0,2.0,2.0,98.9
2325,Adyar,1085.0,1.0,1.0,89.2
2326,Velachery,1922.0,3.0,2.0,107.39
2327,Chrompet,994.0,1.0,1.0,115.35
2328,Velachery,1798.0,2.0,1.0,94.1
2329,Velachery,1544.0,2.0,1.0,131.05
2330,Velachery,1740.0,2.0,1.0,121.92
2331,Velachery,1676.0,2.0,1.0,89.33
2332,Adyar,1209.0,2.0,2.0,106.72
2333,KK Nagar,1397.0,2.0,1.0,127.75
2334,Karapakkam,1028.0,1.0,1.0,70.87
2335,Adyar,1063.0,1.0,1.0,105.26
2336,Velachery,1596.0,2.0,1.0,96.37
2337,Adyar,648.0,1.0,1.0,80.44
2338,Velachery,1732.0,2.0,1.0,89.13
2339,Chrompet,1100.0,1.0,1.0,91.72
2340,Chrompet,1182.0,1.0,1.0,108.77
2341,KK Nagar,2137.0,3.0,2.0,118.11
2342,Chrompet,1298.0,2.0,1.0,160.06
2343,Velachery,1581.0,2.0,1.0,77.63
2344,Velachery,1520.0,2.0,1.0,75.22
2345,Chrompet,785.0,1.0,1.0,73.35
2346,Velachery,1929.0,3.0,2.0,160.71
2347,Chrompet,765.0,1.0,1.0,68.61
2348,KK Nagar,2215.0,3.0,2.0,115.96
2349,KK Nagar,1599.0,2.0,1.0,101.49
2350,KK Nagar,1320.0,1.0,1.0,118.51
2351,T Nagar,1527.0,1.0,1.0,186.86
2352,Chrompet,803.0,1.0,1.0,68.11
2353,Adyar,778.0,1.0,1.0,98.22
2354,T Nagar,1917.0,2.0,1.0,141.06
2355,T Nagar,1762.0,1.0,1.0,183.33
2356,Anna Nagar,1662.0,1.0,1.0,129.17
2357,Adyar,691.0,1.0,1.0,55.0
2358,Chrompet,1142.0,1.0,1.0,85.6
2359,Karapakkam,965.0,1.0,1.0,66.42
2360,Velachery,1793.0,2.0,1.0,69.8
2361,Chrompet,1021.0,1.0,1.0,93.05
2362,Chrompet,1097.0,1.0,1.0,148.75
2363,Velachery,1753.0,2.0,1.0,69.28
2364,T Nagar,1941.0,2.0,1.0,165.39
2365,Chrompet,1067.0,1.0,1.0,91.12
2366,Chrompet,733.0,1.0,1.0,105.49
2367,Anna Nagar,1856.0,2.0,1.0,141.68
2368,Chrompet,961.0,1.0,1.0,84.02
2369,Karapakkam,681.0,1.0,1.0,26.4
2370,Velachery,1550.0,2.0,1.0,123.38
2371,Anna Nagar,1766.0,1.0,1.0,177.22
2372,Chrompet,983.0,1.0,1.0,89.78
2373,Anna Nagar,1638.0,1.0,1.0,105.15
2374,KK Nagar,2092.0,3.0,2.0,114.32
2375,Chrompet,942.0,1.0,1.0,79.13
2376,Karapakkam,1627.0,2.0,2.0,60.55
2377,Chrompet,932.0,1.0,1.0,71.91
2378,Karapakkam,715.0,1.0,1.0,50.92
2379,Karapakkam,1140.0,1.0,1.0,65.19
2380,Anna Nagar,1658.0,1.0,1.0,143.76
2381,Adyar,1112.0,1.0,1.0,117.8
2382,Anna Nagar,1584.0,1.0,1.0,110.61
2383,Velachery,1894.0,3.0,2.0,160.25
2384,Adyar,791.0,1.0,1.0,68.18
2385,Chrompet,715.0,1.0,1.0,72.84
2386,KK Nagar,2495.0,4.0,2.0,124.97
2387,Karapakkam,1015.0,1.0,1.0,74.79
2388,Chrompet,1125.0,1.0,1.0,130.9
2389,Anna Nagar,1964.0,2.0,1.0,136.51
2390,KK Nagar,1975.0,3.0,2.0,154.43
2391,KK Nagar,1759.0,2.0,1.0,106.25
2392,Chrompet,1222.0,2.0,1.0,105.69
2393,Anna Nagar,1587.0,1.0,1.0,108.8
2394,Velachery,1992.0,3.0,2.0,100.12
2395,KK Nagar,2458.0,4.0,2.0,201.4
2396,Adyar,837.0,1.0,1.0,108.06
2397,Karapakkam,964.0,1.0,1.0,88.14
2398,Karapakkam,1170.0,1.0,1.0,57.84
2399,Anna Nagar,1823.0,2.0,1.0,208.2
2400,Adyar,1159.0,1.0,1.0,104.44
2401,Adyar,1288.0,2.0,2.0,98.27
2402,Anna Nagar,1724.0,1.0,1.0,123.03
2403,Adyar,1130.0,1.0,1.0,99.44
2404,Anna Nagar,1977.0,2.0,1.0,111.42
2405,Adyar,633.0,1.0,1.0,56.2
2406,Chrompet,1237.0,2.0,1.0,96.09
2407,Anna Nagar,1599.0,1.0,1.0,97.44
2408,Karapakkam,969.0,1.0,1.0,38.67
2409,Chrompet,1292.0,2.0,1.0,94.59
2410,Chrompet,1229.0,2.0,1.0,92.95
2411,Chrompet,768.0,1.0,1.0,67.9
2412,Anna Nagar,1878.0,2.0,1.0,142.4
2413,KK Nagar,2134.0,3.0,2.0,128.57
2414,Adyar,682.0,1.0,1.0,98.11
2415,T Nagar,1815.0,2.0,1.0,130.46
2416,KK Nagar,1687.0,2.0,1.0,97.3
2417,Karapakkam,535.0,1.0,1.0,38.44
2418,Chrompet,1109.0,1.0,1.0,91.9
2419,KK Nagar,1333.0,2.0,1.0,84.47
2420,Velachery,1987.0,3.0,2.0,123.06
2421,Chrompet,943.0,1.0,1.0,122.19
2422,Velachery,1633.0,2.0,1.0,141.36
2423,Karapakkam,1513.0,2.0,2.0,115.48
2424,Anna Nagar,1910.0,2.0,1.0,142.28
2425,Velachery,1581.0,2.0,1.0,94.57
2426,Chrompet,1239.0,2.0,1.0,106.0
2427,Karapakkam,1414.0,2.0,2.0,94.91
2428,Chrompet,755.0,1.0,1.0,69.72
2429,Chrompet,826.0,1.0,1.0,78.66
2430,Anna Nagar,1582.0,1.0,1.0,105.99
2431,Karapakkam,1454.0,2.0,2.0,89.3
2432,Karapakkam,1226.0,1.0,1.0,78.53
2433,Karapakkam,949.0,1.0,1.0,41.56
2434,Anna Nagar,1875.0,2.0,1.0,131.71
2435,KK Nagar,2152.0,3.0,2.0,109.55
2436,Adyar,1252.0,2.0,2.0,107.6
2437,Anna Nagar,1601.0,1.0,1.0,109.96
2438,T Nagar,1515.0,1.0,1.0,126.27
2439,Velachery,1638.0,2.0,1.0,108.44
2440,Velachery,1979.0,3.0,2.0,97.34
2441,KK Nagar,1647.0,2.0,1.0,88.09
2442,Chrompet,1158.0,1.0,1.0,105.55
2443,KK Nagar,2323.0,4.0,2.0,137.74
2444,Velachery,1901.0,3.0,2.0,176.57
2445,Karapakkam,1252.0,1.0,1.0,63.88
2446,Velachery,1891.0,3.0,2.0,116.68
2447,Anna Nagar,1816.0,2.0,1.0,133.69
2448,KK Nagar,1369.0,2.0,1.0,111.34
2449,Chrompet,1167.0,1.0,1.0,95.54
2450,KK Nagar,1781.0,3.0,2.0,159.8
2451,Anna Nagar,1512.0,1.0,1.0,170.84
2452,T Nagar,1611.0,1.0,1.0,201.2
2453,Velachery,1856.0,3.0,2.0,109.74
2454,Anna Nagar,1539.0,1.0,1.0,107.56
2455,KK Nagar,1965.0,3.0,2.0,117.79
2456,Chrompet,788.0,1.0,1.0,85.78
2457,Chrompet,848.0,1.0,1.0,65.69
2458,Chrompet,987.0,1.0,1.0,115.41
2459,Karapakkam,1021.0,1.0,1.0,52.76
2460,Chrompet,1282.0,2.0,1.0,92.93
2461,Karapakkam,1254.0,1.0,1.0,57.69
2462,Velachery,1511.0,2.0,1.0,64.36
2463,Adyar,920.0,1.0,1.0,97.48
2464,Adyar,700.0,1.0,1.0,68.7
2465,Velachery,1929.0,3.0,2.0,79.32
2466,Velachery,1820.0,3.0,2.0,96.06
2467,KK Nagar,2039.0,3.0,2.0,108.55
2468,Adyar,935.0,1.0,1.0,59.73
2469,Adyar,648.0,1.0,1.0,58.43
2470,KK Nagar,2034.0,3.0,2.0,113.46
2471,T Nagar,1543.0,1.0,1.0,112.02
2472,KK Nagar,2366.0,4.0,2.0,177.39
2473,Chrompet,876.0,1.0,1.0,103.38
2474,KK Nagar,1422.0,2.0,1.0,96.51
2475,Velachery,1877.0,3.0,2.0,88.12
2476,Karapakkam,916.0,1.0,1.0,66.25
2477,KK Nagar,1462.0,2.0,1.0,129.28
2478,Chrompet,859.0,1.0,1.0,123.05
2479,Chrompet,1098.0,1.0,1.0,134.05
2480,Karapakkam,1326.0,1.0,1.0,82.72
2481,Velachery,1866.0,3.0,2.0,163.67
2482,Chrompet,1032.0,1.0,1.0,79.3
2483,Karapakkam,579.0,1.0,1.0,56.39
2484,Karapakkam,1366.0,2.0,2.0,119.44
2485,KK Nagar,1830.0,3.0,2.0,108.94
2486,Velachery,1912.0,3.0,2.0,106.19
2487,T Nagar,1748.0,1.0,1.0,120.82
2488,KK Nagar,2415.0,4.0,2.0,140.9
2489,Anna Nagar,1887.0,2.0,1.0,218.15
2490,Adyar,642.0,1.0,1.0,93.53
2491,Chrompet,1210.0,2.0,1.0,107.46
2492,KK Nagar,2111.0,3.0,2.0,127.45
2493,Velachery,1574.0,2.0,1.0,120.1
2494,T Nagar,1525.0,1.0,1.0,115.11
2495,Chrompet,801.0,1.0,1.0,101.83
2496,T Nagar,1642.0,1.0,1.0,112.29
2497,Karapakkam,1382.0,2.0,2.0,127.24
2498,Velachery,1901.0,3.0,2.0,94.46
2499,Chrompet,714.0,1.0,1.0,66.78
2500,Velachery,1952.0,3.0,2.0,165.87
2501,Chrompt,741.0,1.0,1.0,66.31
2502,Anna Nagar,1786.0,1.0,1.0,207.09
2503,Karapakkam,1047.0,1.0,1.0,81.49
2504,Karapakkam,964.0,1.0,1.0,76.38
2505,Karapakkam,627.0,1.0,1.0,58.29
2506,Chrompet,921.0,1.0,1.0,120.51
2507,Chrompet,989.0,1.0,1.0,104.94
2508,Adyar,1217.0,2.0,2.0,112.27
2509,Adyar,1209.0,2.0,2.0,74.66
2510,Anna Nagar,1600.0,1.0,1.0,184.39
2511,Chrompet,740.0,1.0,1.0,106.71
2512,Karapakkam,1295.0,1.0,1.0,91.04
2513,Chrompet,1005.0,1.0,1.0,102.5
2514,Karapakkam,908.0,1.0,1.0,61.72
2515,Karapakkam,1260.0,1.0,1.0,120.39
2516,Chrompet,1052.0,1.0,1.0,81.87
2517,Velachery,1718.0,2.0,1.0,108.94
2518,Chrompet,1286.0,2.0,1.0,95.93
2519,Chrompet,765.0,1.0,1.0,77.28
2520,Chrompet,1206.0,2.0,1.0,127.52
2521,KK Nagar,2268.0,4.0,2.0,188.15
2522,KK Nagar,1300.0,1.0,1.0,136.69
2523,Karapakkam,1010.0,1.0,1.0,73.32
2524,Adyar,1062.0,1.0,1.0,85.21
2525,T Nagar,1755.0,1.0,1.0,139.57
2526,Adyar,1157.0,1.0,1.0,77.07
2527,KK Nagar,2398.0,4.0,2.0,195.67
2528,Chrompet,1083.0,1.0,1.0,142.05
2529,T Nagar,1730.0,1.0,1.0,192.76
2530,Velachery,1682.0,2.0,1.0,92.34
2531,KK Nagar,1610.0,2.0,1.0,104.11
2532,Karapakkam,1460.0,2.0,2.0,57.28
2533,Chrompet,972.0,1.0,1.0,94.92
2534,Karapakkam,1116.0,1.0,1.0,55.9
2535,Chrompet,771.0,1.0,1.0,82.54
2536,KK Nagar,2453.0,4.0,2.0,137.91
2537,Anna Nagar,1580.0,1.0,1.0,129.11
2538,Chrompet,1202.0,2.0,1.0,128.48
2539,Chrompet,997.0,1.0,1.0,92.44
2540,T Nagar,1914.0,2.0,1.0,219.38
2541,Adyar,1297.0,2.0,2.0,100.88
2542,T Nagar,1576.0,1.0,1.0,122.43
2543,KK Nagar,1603.0,2.0,1.0,105.47
2544,Chrompet,976.0,1.0,1.0,92.58
2545,Chrompet,743.0,1.0,1.0,53.41
2546,Anna Nagar,1949.0,2.0,1.0,211.4
2547,Velachery,1992.0,3.0,2.0,115.04
2548,Adyar,632.0,1.0,1.0,68.59
2549,Karapakkam,1275.0,1.0,1.0,59.56
2550,KK Nagar,1847.0,3.0,2.0,116.92
2551,Velachery,1953.0,3.0,2.0,127.52
2552,Velachery,1966.0,3.0,2.0,166.28
2553,Karapakkam,1257.0,1.0,1.0,63.01
2554,Adyar,1028.0,1.0,1.0,113.35
2555,Karapakkam,592.0,1.0,1.0,67.1
2556,Adyar,797.0,1.0,1.0,80.67
2557,Anna Nagar,1866.0,2.0,1.0,198.88
2558,T Nagar,1783.0,1.0,1.0,119.31
2559,Karapakkam,1189.0,1.0,1.0,103.8
2560,Karapakkam,1089.0,1.0,1.0,104.08
2561,Anna Nagar,1892.0,2.0,1.0,147.72
2562,Anna Nagar,1775.0,1.0,1.0,133.27
2563,Karapakkam,737.0,1.0,1.0,44.84
2564,Velachery,1601.0,2.0,1.0,82.23
2565,KK Nagar,2447.0,4.0,2.0,118.1
2566,Anna Nagar,1539.0,1.0,1.0,179.85
2567,Anna Nagar,1970.0,2.0,1.0,152.09
2568,Chrompet,1282.0,2.0,1.0,115.61
2569,Karapakkam,1661.0,2.0,2.0,122.89
2570,Anna Nagar,1529.0,1.0,1.0,106.69
2571,KK Nagar,1777.0,3.0,2.0,157.95
2572,Karapakkam,1596.0,2.0,2.0,94.05
2573,Chrompet,812.0,1.0,1.0,78.29
2574,Adyar,964.0,1.0,1.0,62.08
2575,Velachery,1902.0,3.0,2.0,167.59
2576,Anna Nagar,1973.0,2.0,1.0,145.65
2577,KK Nagar,2443.0,4.0,2.0,145.22
2578,Karapakkam,1679.0,2.0,2.0,100.51
2579,Adyar,871.0,1.0,1.0,108.91
2580,KK Nagar,1890.0,3.0,2.0,165.36
2581,Velachery,1507.0,2.0,1.0,100.39
2582,Velachery,1906.0,3.0,2.0,93.89
2583,Velachery,1880.0,3.0,2.0,96.86
2584,Adyar,770.0,1.0,1.0,82.18
2585,Chrompet,831.0,1.0,1.0,83.74
2586,Chrompet,1152.0,1.0,1.0,74.19
2587,Chrompet,1277.0,2.0,1.0,103.67
2588,Velachery,1633.0,2.0,1.0,91.28
2589,Karapakkam,991.0,1.0,1.0,32.76
2590,Karapakam,1387.0,2.0,2.0,118.95
2591,Chrompet,1017.0,1.0,1.0,95.74
2592,KK Nagar,1643.0,2.0,1.0,90.25
2593,Chrompet,1079.0,1.0,1.0,134.48
2594,Chrompet,842.0,1.0,1.0,85.75
2595,Velachery,1542.0,2.0,1.0,101.58
2596,Adyar,876.0,1.0,1.0,72.09
2597,Karapakkam,770.0,1.0,1.0,69.93
2598,Chrompet,941.0,1.0,1.0,123.58
2599,Karapakkam,1000.0,1.0,1.0,64.62
2600,Karapakkam,1258.0,1.0,1.0,52.29
2601,Chrompet,787.0,1.0,1.0,113.12
2602,Chrompet,1186.0,1.0,1.0,122.74
2603,Karapakkam,1335.0,2.0,2.0,79.29
2604,Velachery,1827.0,3.0,2.0,84.8
2605,Karapakkam,881.0,1.0,1.0,55.72
2606,Chrompet,1253.0,2.0,1.0,158.52
2607,Velachery,1754.0,2.0,1.0,168.83
2608,Chrompet,724.0,1.0,1.0,88.41
2609,Chrompet,944.0,1.0,1.0,87.54
2610,Chrompet,1078.0,1.0,1.0,140.3
2611,Anna Nagar,1871.0,2.0,1.0,224.99
2612,Anna Nagar,1861.0,2.0,1.0,192.58
2613,Chrompet,1069.0,1.0,1.0,88.57
2614,Velachery,1861.0,3.0,2.0,85.56
2615,Chrompet,876.0,1.0,1.0,75.22
2616,Karapakkam,1216.0,1.0,1.0,80.3
2617,KK Nagar,2144.0,3.0,2.0,125.06
2618,Anna Nagar,1675.0,1.0,1.0,195.55
2619,Velachery,1721.0,2.0,1.0,158.26
2620,Anna Nagar,1719.0,1.0,1.0,194.95
2621,Chrompet,832.0,1.0,1.0,124.17
2622,Karapakkam,1218.0,1.0,1.0,68.25
2623,Adyar,1178.0,1.0,1.0,117.31
2624,T Nagar,1551.0,1.0,1.0,183.03
2625,Anna Nagar,1562.0,1.0,1.0,199.72
2626,T Nagar,1700.0,1.0,1.0,139.14
2627,Chrompet,1263.0,2.0,1.0,114.44
2628,Anna Nagar,1664.0,1.0,1.0,191.48
2629,Chrompet,1073.0,1.0,1.0,95.22
2630,Karapakkam,632.0,1.0,1.0,50.7
2631,T Nagar,1874.0,2.0,1.0,219.42
2632,Chrompet,884.0,1.0,1.0,88.12
2633,Karapakkam,657.0,1.0,1.0,51.99
2634,KK Nagar,2403.0,4.0,2.0,115.18
2635,Karapakkam,1001.0,1.0,1.0,45.94
2636,T Nagar,1734.0,1.0,1.0,188.1
2637,Adyar,743.0,1.0,1.0,82.93
2638,Chrompet,1244.0,2.0,1.0,111.14
2639,Velachery,1789.0,2.0,1.0,141.05
2640,Chrompet,1025.0,1.0,1.0,96.67
2641,T Nagar,1778.0,1.0,1.0,137.43
2642,Velachery,2000.0,3.0,2.0,165.7
2643,Chrompet,1128.0,1.0,1.0,127.1
2644,Adyar,971.0,1.0,1.0,78.49
2645,Anna Nagar,1941.0,2.0,1.0,130.98
2646,Chrompet,972.0,1.0,1.0,82.14
2647,Adyar,700.0,1.0,1.0,56.79
2648,Chrompet,1005.0,1.0,1.0,84.53
2649,Velachery,1938.0,3.0,2.0,159.03
2650,Adyar,892.0,1.0,1.0,101.84
2651,Anna Nagar,1848.0,2.0,1.0,132.39
2652,Chrompet,982.0,1.0,1.0,83.16
2653,Chrompet,780.0,1.0,1.0,65.62
2654,Karapakkam,968.0,1.0,1.0,59.37
2655,Chrompet,1285.0,2.0,1.0,129.06
2656,Chrompet,755.0,1.0,1.0,71.0
2657,Velachery,1930.0,3.0,2.0,104.67
2658,Adyar,865.0,1.0,1.0,99.81
2659,Adyar,984.0,1.0,1.0,67.02
2660,Chrompet,1019.0,1.0,1.0,99.78
2661,Karapakkam,662.0,1.0,1.0,47.41
2662,Adyar,644.0,1.0,1.0,87.59
2663,Karapakkam,1496.0,2.0,2.0,112.44
2664,Karapakkam,1422.0,2.0,2.0,67.93
2665,T Nagar,1804.0,2.0,1.0,124.39
2666,Chrompet,768.0,1.0,1.0,103.01
2667,Karapakkam,1079.0,1.0,1.0,71.66
2668,T Nagar,1696.0,1.0,1.0,130.39
2669,Anna Nagar,1669.0,1.0,1.0,179.91
2670,Chrompet,1230.0,2.0,1.0,148.02
2671,Karapakkam,1286.0,1.0,1.0,78.03
2672,KK Nagar,1474.0,2.0,1.0,88.06
2673,Velachery,1869.0,3.0,2.0,164.99
2674,Karapakkam,1403.0,2.0,2.0,67.65
2675,Karapakkam,1253.0,1.0,1.0,70.71
2676,Karapakkam,1633.0,2.0,2.0,107.12
2677,T Nagar,1882.0,2.0,1.0,220.44
2678,Chrompet,1268.0,2.0,1.0,84.04
2679,Anna Nagar,1756.0,1.0,1.0,191.07
2680,Anna Nagar,1692.0,1.0,1.0,136.78
2681,Karapakkam,1108.0,1.0,1.0,53.41
2682,KK Nagar,2399.0,4.0,2.0,141.56
2683,Karapakkam,886.0,1.0,1.0,94.04
2684,Velachery,1684.0,2.0,1.0,143.42
2685,Anna Nagar,1779.0,1.0,1.0,137.36
2686,Adyar,653.0,1.0,1.0,65.77
2687,Chrompet,1148.0,1.0,1.0,81.45
2688,Chrompet,1026.0,1.0,1.0,142.12
2689,Anna Nagar,1734.0,1.0,1.0,120.55
2690,Anna Nagar,1921.0,2.0,1.0,210.21
2691,Chrompet,1047.0,1.0,1.0,105.27
2692,Velachery,1826.0,3.0,2.0,101.28
2693,Chrompet,1189.0,1.0,1.0,145.29
2694,Karapakkam,1316.0,1.0,1.0,94.29
2695,Karapakkam,948.0,1.0,1.0,79.1
2696,KK Nagar,1708.0,2.0,1.0,108.0
2697,Karapakkam,653.0,1.0,1.0,51.8
2698,T Nagar,1976.0,2.0,1.0,141.95
2699,Anna Nagar,1996.0,2.0,1.0,209.01
2700,Velachery,1928.0,3.0,2.0,158.5
2701,Velachery,1837.0,3.0,2.0,70.19
2702,Chrompet,902.0,1.0,1.0,79.47
2703,KK Nagar,1614.0,2.0,1.0,125.39
2704,Chrompet,754.0,1.0,1.0,66.07
2705,Anna Nagar,1977.0,2.0,1.0,119.15
2706,Anna Nagar,1602.0,1.0,1.0,115.58
2707,Anna Nagar,1779.0,1.0,1.0,132.52
2708,Velachery,1816.0,3.0,2.0,84.24
2709,Karapakkam,817.0,1.0,1.0,46.67
2710,Velachery,1875.0,3.0,2.0,114.74
2711,Chrompet,913.0,1.0,1.0,117.62
2712,KK Nagar,2078.0,3.0,2.0,164.75
2713,Chrompet,714.0,1.0,1.0,101.15
2714,Karapakkam,795.0,1.0,1.0,53.34
2715,Adyar,831.0,1.0,1.0,72.94
2716,Karapakkam,718.0,1.0,1.0,49.05
2717,KK Nagar,2381.0,4.0,2.0,119.26
2718,Chrompet,727.0,1.0,1.0,88.28
2719,Chrompet,1136.0,1.0,1.0,96.57
2720,Velachery,1597.0,2.0,1.0,88.24
2721,Anna Nagar,1598.0,1.0,1.0,200.27
2722,KK Nagar,1673.0,2.0,1.0,153.35
2723,Chrompet,986.0,1.0,1.0,78.14
2724,Anna Nagar,1973.0,2.0,1.0,135.11
2725,KK Nagar,1988.0,3.0,2.0,114.67
2726,KK Nagar,2006.0,3.0,2.0,128.57
2727,KK Nagar,1306.0,1.0,1.0,100.92
2728,KK Nagar,2366.0,4.0,2.0,124.19
2729,Chrompet,1178.0,1.0,1.0,106.12
2730,KK Nagar,1805.0,3.0,2.0,105.42
2731,Anna Nagar,1749.0,1.0,1.0,125.67
2732,KK Nagar,1444.0,2.0,1.0,124.3
2733,Karapakkam,896.0,1.0,1.0,72.1
2734,Adyar,718.0,1.0,1.0,90.39
2735,Chrompet,1254.0,2.0,1.0,108.84
2736,Velachery,1755.0,2.0,1.0,131.61
2737,Anna Nagar,1619.0,1.0,1.0,176.69
2738,Velachery,1820.0,3.0,2.0,111.81
2739,Chrompet,973.0,1.0,1.0,69.46
2740,KK Nagar,2182.0,3.0,2.0,130.14
2741,KK Nagar,1940.0,3.0,2.0,168.72
2742,Karapakkam,661.0,1.0,1.0,53.75
2743,Velachery,1667.0,2.0,1.0,101.71
2744,Chrompet,1204.0,2.0,1.0,136.77
2745,Velachery,1653.0,2.0,1.0,93.21
2746,Chrompet,844.0,1.0,1.0,79.88
2747,Karapakkam,668.0,1.0,1.0,42.68
2748,Adyar,923.0,1.0,1.0,88.4
2749,Karapakkam,549.0,1.0,1.0,43.97
2750,Karapakkam,1060.0,1.0,1.0,49.85
2751,Velachery,1842.0,3.0,2.0,162.94
2752,Adyar,717.0,1.0,1.0,77.74
2753,Karapakkam,701.0,1.0,1.0,52.48
2754,Karapakkam,1035.0,1.0,1.0,43.54
2755,Velachery,1614.0,2.0,1.0,108.76
2756,T Nagar,1853.0,2.0,1.0,139.29
2757,Karapakkam,1413.0,2.0,2.0,101.84
2758,Velachery,1625.0,2.0,1.0,159.98
2759,Karapakkam,951.0,1.0,1.0,64.8
2760,Chrompet,774.0,1.0,1.0,83.36
2761,Karapakkam,1276.0,1.0,1.0,84.98
2762,KK Nagar,2273.0,4.0,2.0,178.79
